?,#,Sector,Category,Sector_s,Sub Sector,Name,Marketcap,Price,Volumn,Blockchain,Change 24h,Change 7d,
542,544,Cryptos,marketplace,Marketplace,,ATN ATN,$4.04M,$0.05,"$59,893",Ethereum (ERC20),-2.96%,-21.63%,
547,549,Cryptos,marketplace,Marketplace,,FintruX Network FTX,$3.91M,$0.04,"$16,386",Ethereum (ERC20),7.71%,8.52%,
585,587,Cryptos,marketplace,Marketplace,,Wibson WIB,$3.52M,$0.00,"$16,884",Ethereum (ERC20),-1.48%,21.23%,
594,596,Cryptos,marketplace,Marketplace,,Diamond Platform Token DPT,$3.26M,$9.07,"$66,779",Ethereum (ERC20),0.02%,11.28%,
602,604,Cryptos,marketplace,Marketplace,,Covesting COV,$3.07M,$0.17,"$8,134",Ethereum (ERC20),-9.21%,-31.15%,
608,610,Cryptos,marketplace,Marketplace,,PolySwarm NCT,$2.97M,$0.00,"$233,498",Ethereum (ERC20),-5.65%,16.56%,
645,647,Cryptos,marketplace,Marketplace,,Eligma Token ELI,$2.56M,$0.02,"$55,817",Ethereum (ERC20),2.46%,-5.66%,
664,666,Cryptos,marketplace,Marketplace,,Optimal Shelf Availability Token OSA,$2.34M,$0.00,"$62,696",Ethereum (ERC20),6.45%,-13.65%,
697,698,Cryptos,marketplace,Marketplace,,DaTa eXchange DTX,$2M,$0.03,"$140,983",Ethereum (ERC20),-10.04%,-7.44%,
710,711,Cryptos,marketplace,Marketplace,,CanYaCoin CAN,$1.92M,$0.04,"$42,136",Ethereum (ERC20),10.91%,30.95%,
743,744,Cryptos,marketplace,Marketplace,,Privatix PRIX,$1.65M,$1.51,"$1,901",Ethereum (ERC20),-20.66%,-17.24%,
767,768,Cryptos,marketplace,Marketplace,,Zap ZAP,$1.49M,$0.01,"$59,950",Ethereum (ERC20),9.96%,-33.90%,
768,769,Cryptos,marketplace,Marketplace,,Storiqa STQ,$1.48M,$0.00,"$94,539",Ethereum (ERC20),-3.94%,-3.77%,
781,782,Cryptos,marketplace,Marketplace,,Thrive Token THRT,$1.37M,$0.01,"$57,192",Ethereum (ERC20),19.07%,-7.02%,
789,790,Cryptos,marketplace,Marketplace,,Swarm City SWT,$1.33M,$0.16,"$1,982",Ethereum (ERC20),-0.31%,7.31%,
812,814,Cryptos,marketplace,Marketplace,,Bounty0x BNTY,$1.18M,$0.01,"$9,296",Ethereum (ERC20),0.01%,-14.58%,
826,828,Cryptos,marketplace,Marketplace,,Gems GEM,$1.1M,$0.00,"$12,783",Ethereum (ERC20),-27.77%,-17.15%,
836,838,Cryptos,marketplace,Marketplace,,CoinFi COFI,$1.03M,$0.01,"$41,147",Ethereum (ERC20),-4.58%,-10.44%,
851,853,Cryptos,marketplace,Marketplace,,OWNDATA OWN,$925.57K,$0.00,"$21,512",Ethereum (ERC20),9.90%,-0.04%,
863,865,Cryptos,marketplace,Marketplace,,Hacken HKN,$866.46K,$0.16,"$4,895",Own Blockchain,-5.38%,-15.52%,
869,872,Cryptos,marketplace,Marketplace,,Digital Insurance Token DIT,$816.55K,$0.00,"$2,580",Ethereum (ERC20),7.05%,19.10%,
875,877,Cryptos,marketplace,Marketplace,,CoTrader COT,$789.34K,$0.00,"$86,723",Ethereum (ERC20),-2.15%,-7.36%,
939,941,Cryptos,marketplace,Marketplace,,Globatalent GBT,$566.67K,$0.00,"$99,730",Ethereum (ERC20),2.21%,7.91%,
947,949,Cryptos,marketplace,Marketplace,,B2Bcoin BBC,$536.64K,$0.00,"$14,749",Ethereum (ERC20),-1.88%,-26.47%,
982,984,Cryptos,marketplace,Marketplace,,Ubcoin Market UBC,$425.49K,$0.00,$551,Ethereum (ERC20),-0.56%,-31.74%,
989,991,Cryptos,marketplace,Marketplace,,PARETO Rewards PARETO,$404.75K,$0.00,"$3,545",Ethereum (ERC20),5.35%,-28.57%,
1061,1062,Cryptos,marketplace,Marketplace,,Evedo EVED,$221.48K,$0.04,"$14,641",Ethereum (ERC20),1.90%,10.60%,
1123,1126,Cryptos,marketplace,Marketplace,,Blocklancer LNC,$129.43K,$0.00,"$1,944",Ethereum (ERC20),-5.75%,-31.90%,
1136,1139,Cryptos,marketplace,Marketplace,,Exosis EXO,$103.66K,$0.46,"$30,202",Own Blockchain,-8.46%,-17.49%,
1155,1158,Cryptos,marketplace,Marketplace,,electrumdark ELD,$86.97K,$0.02,"$2,245,484",Ethereum (ERC20),6.36%,10.82%,
1169,1172,Cryptos,marketplace,Marketplace,,Natmin Pure Escrow NAT,$60.18K,$0.00,"$122,960",Ethereum (ERC223),-5.35%,-21.77%,
1173,1176,Cryptos,marketplace,Marketplace,,EUNOMIA ENTS,$58.04K,$0.00,"$14,498",Ethereum (ERC20),-0.26%,-36.82%,
1179,1182,Cryptos,marketplace,Marketplace,,Herbalist Token HERB,$49.3K,$0.00,"$50,001",Ethereum (ERC20),5.39%,-14.23%,
1191,1194,Cryptos,marketplace,Marketplace,,Zenswap Network Token ZNT,$41.54K,$0.00,"$24,680",Ethereum (ERC20),-12.20%,-11.13%,
1194,1197,Cryptos,marketplace,Marketplace,,Havy HAVY,$38.44K,$0.00,"$40,580",Ethereum (ERC20),8.94%,14.08%,
1198,1201,Cryptos,marketplace,Marketplace,,Rentoo RENTOO,$33.72K,$0.00,"$1,364",Waves,-0.70%,-8.66%,
1201,1204,Cryptos,marketplace,Marketplace,,Decentralized Asset Trading Platform DATP,$32.56K,$0.00,"$16,566",Ethereum (ERC20),7.23%,-27.19%,
1254,1258,Cryptos,marketplace,Marketplace,,Vites VITES,$2.8M,$0.00,$0,Own Blockchain,-0.70%,-10.63%,
1280,1285,Cryptos,marketplace,Marketplace,,Hubii Network HBT,$1.57M,$0.10,$362,Ethereum (ERC20),-14.31%,40.24%,
1304,1309,Cryptos,marketplace,Marketplace,,FidentiaX FDX,$907.26K,$0.01,$38,Ethereum (ERC20),1.17%,-12.21%,
1353,1359,Cryptos,marketplace,Marketplace,,Pedity PEDI,$455.47K,$0.00,$25,Stellar,0.99%,-30.42%,
1386,1391,Cryptos,marketplace,Marketplace,,Coinlancer CL,$342.18K,$0.00,$1,Ethereum (ERC20),0.82%,0.45%,
1428,1435,Cryptos,marketplace,Marketplace,,Puregold Token PGTS,$239.29K,$0.02,$796,Ethereum (ERC20),0.01%,151.42%,
1443,1450,Cryptos,marketplace,Marketplace,,Save Environment Token SET,$203.27K,$0.21,$212,Ethereum (ERC20),83.97%,386.67%,
1445,1452,Cryptos,marketplace,Marketplace,,bitqy BQ,$202.44K,$0.00,$0,Ethereum (ERC20),-0.01%,-13%,
1452,1460,Cryptos,marketplace,Marketplace,,PiplCoin PIPL,$189.5K,$0.00,$2,Ethereum (ERC20),1.03%,5.79%,
1483,1491,Cryptos,marketplace,Marketplace,,Ethereum Meta ETHM,$153K,$0.00,$110,Ethereum (ERC20),-5.42%,36%,
1492,1499,Cryptos,marketplace,Marketplace,,Stipend SPD,$144.65K,$0.01,$292,Own Blockchain,-13%,-36.93%,
1508,1515,Cryptos,marketplace,Marketplace,,Leadcoin LDC,$127.23K,$0.00,$14,Ethereum (ERC20),-0.01%,-7.84%,
1529,1535,Cryptos,marketplace,Marketplace,,Fundrequest FND,$106.12K,$0.00,$21,Ethereum (ERC20),0.73%,74.82%,
1559,1567,Cryptos,marketplace,Marketplace,,Signals Network SGN,$83.48K,$0.00,$28,Ethereum (ERC20),-40.45%,-53.76%,
1578,1585,Cryptos,marketplace,Marketplace,,Origami Network ORI,$73.89K,$0.02,$63,Ethereum (ERC20),-0.01%,-46.11%,
1617,1624,Cryptos,marketplace,Marketplace,,Etheriya RIYA,$50.31K,$0.03,$15,Own Blockchain,-0.04%,-4.04%,
1656,1663,Cryptos,marketplace,Marketplace,,Digiwage WAGE,$36.21K,$0.00,$57,Own Blockchain,-37.92%,-5.27%,
1659,1666,Cryptos,marketplace,Marketplace,,Earth Token EARTH,$34.96K,$0.00,$1,Ethereum (ERC20),0.01%,0.01%,
1697,1704,Cryptos,marketplace,Marketplace,,Well WELL,$24.69K,$0.00,$28,Ethereum (ERC20),1.67%,10.46%,
1708,1715,Cryptos,marketplace,Marketplace,,Crystal Clear CCT,$21.7K,$0.00,$2,Ethereum (ERC20),2.80%,-9.78%,
1734,1742,Cryptos,marketplace,Marketplace,,Neural Protocol NRP,$16.44K,$0.00,$21,Ethereum (ERC20),15.11%,-26.66%,
1902,1915,Cryptos,marketplace,Marketplace,,CARAT CARAT,$0,$0.71,"$530,041",Ethereum (ERC20),-3.69%,-7.22%,
1972,1987,Cryptos,marketplace,Marketplace,,The Midas Touch Gold TMTG,$0,$0.00,"$64,792",Ethereum (ERC20),-11.60%,-23.92%,
1979,1994,Cryptos,marketplace,Marketplace,,Solareum SLRM,$0,$5.16,"$57,613",Ethereum (ERC20),-0.19%,1.34%,
2001,2017,Cryptos,marketplace,Marketplace,,BuckHathCoin BHIG,$0,$0.07,"$28,603",Ethereum (ERC20),22.58%,0.35%,
2011,2029,Cryptos,marketplace,Marketplace,,Pixie Coin PXC,$0,$0.00,"$21,802",Own Blockchain,-1.99%,-14.40%,
2032,2052,Cryptos,marketplace,Marketplace,,VENJOCOIN VJC,$0,$6.01,"$10,184",Ethereum (ERC20),-2.94%,-17.94%,
2042,2063,Cryptos,marketplace,Marketplace,,GAMB GMB,$0,$0.00,"$8,209",Ethereum (ERC20),0.83%,-16.22%,
2056,2079,Cryptos,marketplace,Marketplace,,Elitium EUM,$0,$0.89,"$2,339",Ethereum (ERC20),17.36%,-5.48%,
2080,2103,Cryptos,marketplace,Marketplace,,Crypto Harbor Exchange CHE,$0,$0.00,$534,Ethereum (ERC223),17.34%,85.94%,
2082,2105,Cryptos,marketplace,Marketplace,,Jinbi Token JNB,$0,$13.94,$457,Ethereum (ERC20),-6.35%,-8.92%,
2092,2116,Cryptos,marketplace,Marketplace,,BIZKEY BZKY,$0,$0.00,$269,Ethereum (ERC20),-26%,-2.47%,
2121,2146,Cryptos,marketplace,Marketplace,,Toqqn TQN,$0,$0.00,$16,Ethereum (ERC20),32.73%,,
2122,2147,Cryptos,marketplace,Marketplace,,Valuto VLU,$0,$0.00,$15,Own Blockchain,0.58%,-2.91%,
2198,2224,Cryptos,marketplace,Marketplace,,Gratz GRAT,$0,$5.35,$609,Stellar,0.02%,-11.46%,
56,57,Cryptos,marketplace,marketplace,financial services,Bytom BTM,$133.13M,$0.13,"$18,911,832",Ethereum (ERC20),-5.39%,-0.02%,
61,62,Cryptos,marketplace,marketplace,project development,Qubitica QBIT,$122.77M,$43.71,"$172,397",Ethereum (ERC20),-0.29%,-10.98%,
235,236,Cryptos,marketplace,marketplace,expert knowledge,Red Pulse PHX,$16.54M,$0.02,"$6,786,317",NEO,3.97%,-11.49%,
266,267,Cryptos,marketplace,marketplace,STO,SmartLands SLT,$14.13M,$2.77,"$111,354",Stellar,9.85%,-11.63%,
287,288,Cryptos,marketplace,marketplace,time,Time New Bank TNB,$12.68M,$0.00,"$987,857",Own Blockchain,4.36%,-13.58%,
333,334,Cryptos,marketplace,marketplace,data,Scry.info DDD,$10.06M,$0.02,"$826,289",Ethereum (ERC20),1.74%,5.34%,
362,363,Cryptos,marketplace,marketplace,content,LBRY Credits LBC,$8.61M,$0.04,"$218,327",Own Blockchain,-1.65%,33.43%,
522,523,Cryptos,marketplace,marketplace,,Cryptaur CPT,$4.32M,$0.00,"$11,222",Ethereum (ERC20),-2.72%,-17.70%,
610,612,Cryptos,marketplace,marketplace,vehicle data,VINChain VIN,$2.95M,$0.01,"$198,780",Own Blockchain,-1.14%,-12.22%,
658,660,Cryptos,marketplace,marketplace,freelancing,Nework NKC,$2.39M,$0.02,"$108,908",Own Blockchain,-0.43%,-14.06%,
661,663,Cryptos,marketplace,marketplace,recruitment,Chronobank TIME,$2.36M,$3.33,"$159,416",Ethereum (ERC20),-2.31%,-10.91%,
734,735,Cryptos,marketplace,marketplace,freelancing,ERC20 ERC20,$1.74M,$0.03,"$77,935",Ethereum (ERC20),38.28%,34.80%,
183,184,Cryptos,Media,Media,,Contents Protocol CPT,$23.22M,$0.01,"$23,688,812",Ethereum (ERC20),8.69%,25.64%,
283,284,Cryptos,Media,Media,,U Network UUU,$12.81M,$0.00,"$2,312,744",Own Blockchain,71.22%,153.99%,
341,342,Cryptos,Media,Media,,Content Value Network CVNT,$9.78M,$0.02,"$2,651,358",Ethereum (ERC20),-2.92%,-11.42%,
364,365,Cryptos,Media,Media,,Content Neutrality Network CNN,$8.59M,$0.00,"$1,680,061",Own Blockchain,29.54%,20.50%,
540,542,Cryptos,Media,Media,,SIX SIX,$4.04M,$0.01,"$80,447",Stellar,2.68%,-14.90%,
843,845,Cryptos,Media,Media,,SnapCoin SNPC,$967.23K,$0.00,"$75,717",Ethereum (ERC20),0.57%,-26.42%,
873,875,Cryptos,Media,Media,,Utrum OOT,$791.79K,$0.01,"$1,354",Komodo dICO,-2.46%,4.05%,
1079,1081,Cryptos,Media,Media,,Knekted KNT,$193.61K,$0.00,"$17,563",Ethereum (ERC20),-42.97%,-10.62%,
1167,1170,Cryptos,Media,Media,,Joint Ventures JOINT,$61.16K,$0.00,"$1,107",Ethereum (ERC20),-22.99%,-62.13%,
1188,1191,Cryptos,Media,Media,,The Currency Analytics TCAT,$43.07K,$0.00,"$262,374",Ethereum (ERC20),-0.18%,-25.46%,
1250,1254,Cryptos,Media,Media,,WeShow Token WET,$3.33M,$0.02,$2,Ethereum (ERC20),65.05%,66.51%,
1309,1315,Cryptos,Media,Media,,Block-Chain.com BC,$860.15K,$0.00,$5,Ethereum (ERC20),-32.26%,45.67%,
1910,1920,Cryptos,Media,Media,,PUBLYTO Token PUB,$0,$0.00,"$439,615",EOS,-8.89%,-18.70%,
1952,1966,Cryptos,Media,Media,,DACC DACC,$0,$0.00,"$101,548",Ethereum (ERC20),-2.74%,-15.07%,
2023,2042,Cryptos,Media,Media,,NewsToken NEWOS,$0,$0.00,"$14,090",Ethereum (ERC20),2.46%,110.19%,
2166,2191,Cryptos,Media,Media,,SnipCoin SNIP,$0,$0.00,$0,Ethereum (ERC20),0.96%,-2.91%,
246,247,Cryptos,Media,media,content ownership,Po.et POE,$15.94M,$0.01,"$197,905",Ethereum (ERC20),2.88%,-15.57%,
408,409,Cryptos,Media,media,social media,YOYOW YOYOW,$6.91M,$0.02,"$400,486",BitShares,0.37%,-9.20%,
488,489,Cryptos,Media,media,content publishing,Primas PST,$4.95M,$0.09,"$1,587,355",Ethereum (ERC20),-5.07%,-13.46%,
764,765,Cryptos,Media,media,platform,Fountain FTN,$1.51M,$0.03,"$270,402",Ethereum (ERC20),3.11%,7.14%,
63,64,Cryptos,Media,media,platform,Steem STEEM,$113.73M,$0.36,"$1,024,661",Own Blockchain,-0.12%,-14.27%,
366,367,Cryptos,Tech,Mining,,eosDAC EOSDAC,$8.58M,$0.01,"$158,237",Own Blockchain,9.48%,-3.42%,
294,295,Cryptos,,mobile,production,SIRIN LABS Token SRN,$12.41M,$0.03,"$723,483",Ethereum (ERC20),4.03%,-13.02%,
356,357,Cryptos,,mobile,app economy,AppCoins APPC,$8.75M,$0.09,"$799,589",Ethereum (ERC20),-1.36%,-10.40%,
204,205,Cryptos,mobile payment,mobile payment,,Telcoin TEL,$20.77M,$0.00,"$360,937",Ethereum (ERC20),-6.59%,-13.02%,
203,204,Cryptos,Philanthropy,non-profit,philanthropy,Einsteinium EMC2,$20.86M,$0.10,"$1,340,958",Own Blockchain,-1.16%,-19.29%,
73,74,Cryptos,Platforms,Platform,private blockchains,Stratis STRAT,$85.52M,$0.86,"$1,238,747",Own Blockchain,-0.64%,-16.54%,
82,83,Cryptos,Platforms,platform,,Ardor ARDR,$79.54M,$0.08,"$628,975",Nxt,-1.82%,-7.77%,
93,94,Cryptos,Platforms,Platform,private blockchains,Ark ARK,$62.6M,$0.56,"$818,889",Own Blockchain,-3.35%,-11.23%,
113,114,Cryptos,Platforms,platform,web3,Elastos ELA,$48.22M,$3.11,"$1,314,308",Own Blockchain,1.03%,-14.25%,
115,116,Cryptos,Platforms,platform,,MOAC MOAC,$48.07M,$0.77,"$26,392",Ethereum (ERC20),-2.69%,-1.56%,
116,117,Cryptos,Platforms,platform,prediction,WaykiChain WICC,$48.03M,$0.25,"$3,102,908",Ethereum (ERC20),-1.13%,-11.99%,
140,141,Cryptos,Platforms,Platform,,Ether Zero ETZ,$35.49M,$0.22,"$1,601,515",Own Blockchain,-0.25%,41.24%,
156,157,Cryptos,Platforms,platform,,Nxt NXT,$30.72M,$0.03,"$780,278",Own Blockchain,-3.03%,-10.90%,
256,257,Cryptos,Platforms,platform,,Achain ACT,$15.13M,$0.02,"$2,934,745",Own Blockchain,1.73%,-3.30%,
309,310,Cryptos,Platforms,platform,,FLO FLO,$11.48M,$0.08,"$97,241",Own Blockchain,-15.86%,-27.64%,
318,319,Cryptos,Platforms,platform,,Asch XAS,$10.97M,$0.12,"$3,209,880",Own Blockchain,16.59%,-2.80%,
345,346,Cryptos,Platforms,platform,,Ubiq UBQ,$9.52M,$0.22,"$30,344",Own Blockchain,-4.47%,-14.17%,
382,383,Cryptos,Platforms,platform,gaming,POA Network POA,$7.84M,$0.03,"$538,484",Own Blockchain,1.55%,-18.25%,
402,403,Cryptos,Platforms,platform,,Counterparty XCP,$7.12M,$2.72,"$57,651",Own Blockchain,19.59%,294.28%,
511,512,Cryptos,Platforms,platform,dapps,DECENT DCT,$4.48M,$0.09,"$531,888",Own Blockchain,-9.06%,-14.88%,
628,630,Cryptos,Platforms,platform,,XTRABYTES XBY,$2.75M,$0.01,"$2,495",Own Blockchain,23.54%,-31.16%,
650,652,Cryptos,Platforms,platform,,SIBCoin SIB,$2.48M,$0.14,"$1,857,276",Own Blockchain,36.27%,126.88%,
724,725,Cryptos,Platforms,platform,,Expanse EXP,$1.82M,$0.17,"$17,117",Own Blockchain,-1.52%,-2.91%,
760,761,Cryptos,Platforms,platform,dapps,Semux SEM,$1.54M,$0.14,"$84,908",Own Blockchain,-1.23%,-29.39%,
818,820,Cryptos,Platforms,platform,smart contract,Pirl PIRL,$1.15M,$0.02,"$2,627",Own Blockchain,0.85%,-23.39%,
820,822,Cryptos,Platforms,platform,dapps,Rise RISE,$1.12M,$0.01,"$1,157",Own Blockchain,-3.38%,-8.71%,
1,2,Cryptos,Platforms,Platform,,Ethereum ETH,$25.94B,$243.80,"$7,682,465,326",Own Blockchain,-0.45%,-10.79%,
5,6,Cryptos,Platforms,Platform,,EOS EOS,$5.73B,$6.24,"$2,460,333,189",Own Blockchain,-2.08%,-21.15%,
10,11,Cryptos,Platforms,Platform,entertainment,TRON TRX,$2.17B,$0.03,"$802,447,811",Own Blockchain,-3.76%,-3.58%,
11,12,Cryptos,Platforms,Platform,interoperbaility,Cardano ADA,$2.12B,$0.08,"$125,153,182",Own Blockchain,-0.78%,-10.55%,
16,17,Cryptos,Platforms,Platform,,Ethereum Classic ETC,$854.95M,$7.70,"$664,069,214",Own Blockchain,-4.06%,-9.19%,
17,18,Cryptos,Platforms,Platform,,Tezos XTZ,$810.3M,$1.23,"$6,646,023",Own Blockchain,7.13%,-23.46%,
18,19,Cryptos,Platforms,Platform,,NEO NEO,$809.09M,$11.47,"$392,047,427",Own Blockchain,-0.73%,-16.97%,
19,20,Cryptos,Platforms,Platform,,NEM XEM,$734.6M,$0.08,"$27,787,843",Own Blockchain,-0.49%,-14.03%,
39,40,Cryptos,Platforms,Platform,,Lisk LSK,$225.08M,$1.92,"$5,272,166",Lisk,-2.01%,-9.61%,
43,44,Cryptos,Platforms,Platform,,Zilliqa ZIL,$193.66M,$0.02,"$78,686,995",Ethereum (ERC20),4.65%,6.87%,
57,58,Cryptos,Platforms,Platform,,Aeternity AE,$132.1M,$0.49,"$38,141,815",Ethereum (ERC20),-1.96%,-13.41%,
131,132,Cryptos,Platforms,platform,privacy,Enigma ENG,$38.38M,$0.51,"$3,559,586",Ethereum (ERC20),9.31%,5.61%,
229,230,Cryptos,Platforms,Platform,,Neblio NEBL,$17.56M,$1.21,"$413,594",Own Blockchain,-0.27%,-11.09%,
906,908,Cryptos,Platforms,Platform,,Dether DTH,$667.88K,$0.01,$926,Ethereum (ERC20),4.01%,-23.73%,
1887,1896,Cryptos,Platforms,platform,privacy,Origo OGO,$0,$0.10,"$987,530",Ethereum (ERC20),0.17%,,
163,164,Cryptos,Platforms,platform support,,Gas GAS,$28.92M,$2.86,"$3,665,585",NEO,-1.29%,-17.49%,
485,486,Cryptos,Platforms,platform support,rewards system,Waves Community Token WCT,$4.89M,$0.49,"$22,035",Waves,-5.15%,-12.92%,
622,624,Cryptos,Platforms,platform support,,NuShares NSR,$2.79M,$0.00,"$10,366",Own Blockchain,-23.97%,-35.26%,
261,262,Cryptos,Financial services,Prediction,,SaluS SLS,$14.41M,$14.23,"$5,922",Own Blockchain,2%,-12.85%,
44,45,Cryptos,Financial services,Prediction,,Augur REP,$191.97M,$17.45,"$16,973,772",Ethereum (ERC20),-0.71%,-14.50%,
83,84,Cryptos,Financial services,Prediction,,HedgeTrade HEDG,$79.3M,$0.28,"$263,532",Ethereum (ERC20),1.63%,49.83%,
176,177,Cryptos,Financial services,Prediction,,Gnosis GNO,$25.41M,$23.01,"$65,570",Ethereum (ERC20),2.29%,-12.06%,
276,277,Cryptos,Financial services,Prediction,,Endor Protocol EDR,$13.3M,$0.02,"$2,251,562",Ethereum (ERC20),-3.30%,-13.74%,
328,329,Cryptos,Financial services,Prediction,,Numeraire NMR,$10.48M,$7.76,"$18,543",Ethereum (ERC20),-1%,-12.93%,
355,356,Cryptos,Financial services,Prediction,,Amoveo VEO,$8.81M,$138.50,"$4,201",Own Blockchain,16.62%,59.62%,
549,551,Cryptos,Financial services,Prediction,,Delphy DPY,$3.86M,$0.07,"$400,435",Ethereum (ERC20),-2.53%,-10.31%,
821,823,Cryptos,Financial services,Prediction,,Stox STX,$1.12M,$0.02,"$70,509",Ethereum (ERC20),0.77%,-20.52%,
924,926,Cryptos,Financial services,Prediction,,BlitzPredict XBP,$618.26K,$0.00,"$1,431",Ethereum (ERC20),9.67%,13.08%,
1121,1124,Cryptos,Financial services,Prediction,,IGToken IG,$137.24K,$0.00,"$1,113,227",Ethereum (ERC20),4.27%,-29.11%,
1975,1990,Cryptos,Financial services,Prediction,,SEER SEER,$0,$0.00,"$61,432",Ethereum (ERC20),13.18%,7.25%,
87,88,Cryptos,Monetary structures,privacy,,Bitcoin 2 BTC2,$72M,$4.16,"$40,539",Own Blockchain,985.30%,747.46%,
143,144,Cryptos,Monetary structures,privacy,,Fantom FTM,$35.28M,$0.02,"$4,846,929",Ethereum (ERC20),0.19%,-1.85%,
162,163,Cryptos,Monetary structures,privacy,,Groestlcoin GRS,$29.14M,$0.40,"$2,950,034",Own Blockchain,1.58%,-12.03%,
237,238,Cryptos,Monetary structures,privacy,,TokenPay TPAY,$16.42M,$1.02,"$472,563",Own Blockchain,-9.79%,-21.65%,
271,272,Cryptos,Monetary structures,privacy,,WhiteCoin XWC,$13.54M,$0.05,"$394,858",Own Blockchain,1.15%,-6.33%,
358,359,Cryptos,Monetary structures,privacy,,Boolberry BBR,$8.77M,$0.67,"$3,068",Own Blockchain,-7.98%,-3.49%,
458,459,Cryptos,Monetary structures,privacy,,LEOcoin LEO,$5.58M,$0.05,"$1,843,830",Own Blockchain,2.76%,-13.94%,
482,483,Cryptos,Monetary structures,privacy,,Stealth XST,$5M,$0.16,"$7,892",Own Blockchain,-4.46%,-34.07%,
483,484,Cryptos,Monetary structures,privacy,DEX,ZelCash ZEL,$4.97M,$0.08,"$205,311",Own Blockchain,-2.41%,-7.40%,
494,495,Cryptos,Monetary structures,privacy,,Dero DERO,$4.77M,$0.64,"$556,129",Own Blockchain,-6.86%,-22.05%,
496,497,Cryptos,Monetary structures,privacy,,Turtlecoin TRTL,$4.71M,$0.00,"$555,888",Own Blockchain,5.23%,-22.70%,
506,507,Cryptos,Monetary structures,privacy,,Kore KORE,$4.59M,$0.52,"$25,539",Own Blockchain,2.97%,13.82%,
569,571,Cryptos,Monetary structures,privacy,,DeepOnion ONION,$3.66M,$0.23,"$11,922",Own Blockchain,-3.93%,-29.43%,
642,644,Cryptos,Monetary structures,privacy,,Haven Protocol XHV,$2.61M,$0.33,"$290,484",Own Blockchain,-7.52%,-7.58%,
755,756,Cryptos,Monetary structures,privacy,,GINcoin GIN,$1.57M,$0.25,"$3,548",Own Blockchain,1.68%,0.55%,
784,785,Cryptos,Monetary structures,privacy,,TransferCoin TX,$1.34M,$0.17,"$5,635",Own Blockchain,0.01%,2.18%,
804,805,Cryptos,Monetary structures,privacy,,Denarius D,$1.21M,$0.21,"$9,717",Own Blockchain,-0.03%,-19.25%,
12,13,Cryptos,Monetary structures,Privacy,,Monero XMR,$1.46B,$85.58,"$136,320,556",Own Blockchain,0.73%,-9.88%,
13,14,Cryptos,Monetary structures,Privacy,optional,Dash DASH,$1.27B,$143.57,"$370,483,443",Own Blockchain,-1.37%,-14.96%,
22,23,Cryptos,Monetary structures,Privacy,optional,Zcash ZEC,$531.15M,$79.32,"$284,859,022",Own Blockchain,1.21%,-10.94%,
40,41,Cryptos,Monetary structures,privacy,,Bitcoin Diamond BCD,$217.45M,$1.17,"$3,698,094",Own Blockchain,-1.35%,-20.71%,
46,47,Cryptos,Monetary structures,privacy,interoperbaility,Komodo KMD,$174.39M,$1.52,"$7,023,720",Own Blockchain,5.48%,-0.38%,
48,49,Cryptos,Monetary structures,Privacy,,Bytecoin BCN,$169.49M,$0.00,"$198,701",Own Blockchain,-3.03%,-4.06%,
55,56,Cryptos,Monetary structures,Privacy,optional,Verge XVG,$140.94M,$0.01,"$3,869,394",Own Blockchain,1.31%,-16.55%,
92,93,Cryptos,Monetary structures,privacy,,ZenCash ZEN,$63.56M,$9.61,"$4,883,674",Own Blockchain,-0.33%,-13.34%,
107,108,Cryptos,Monetary structures,privacy,,ZCoin XZC,$51.21M,$6.70,"$1,084,424",Own Blockchain,-0.12%,-10.10%,
137,138,Cryptos,Monetary structures,privacy,,PIVX PIVX,$36.51M,$0.64,"$2,981,726",Own Blockchain,-3.30%,-14.17%,
165,166,Cryptos,Monetary structures,privacy,,Particl PART,$28.4M,$3.52,"$112,515",Own Blockchain,-2.79%,-7.01%,
167,168,Cryptos,Monetary structures,privacy,,Grin GRIN,$27.43M,$2.25,"$15,372,040",Own Blockchain,2.80%,-6.79%,
213,214,Cryptos,Monetary structures,privacy,,DAPS Token DAPS,$19.59M,$0.00,"$197,363",Ethereum (ERC20),-4.20%,7.86%,
230,231,Cryptos,Monetary structures,privacy,,Apollo Currency APL,$17.23M,$0.00,"$620,725",Own Blockchain,-1.20%,-16.37%,
249,250,Cryptos,Monetary structures,privacy,,Aeon AEON,$15.76M,$1.00,"$38,385",Own Blockchain,0.71%,5.97%,
259,260,Cryptos,Monetary structures,privacy,,Pirate Chain ARRR,$14.66M,$0.15,"$28,262",Own Blockchain,-21.37%,-18.31%,
270,271,Cryptos,Monetary structures,privacy,,NAV Coin NAV,$13.79M,$0.21,"$174,534",Own Blockchain,-3.23%,-5.46%,
289,290,Cryptos,Monetary structures,privacy,,Spectrecoin XSPEC,$12.66M,$0.56,"$8,877",Own Blockchain,-7.97%,-17.60%,
323,324,Cryptos,Monetary structures,privacy,,DigitalNote XDN,$10.66M,$0.00,"$579,927",Own Blockchain,-6.52%,-6.24%,
324,325,Cryptos,Monetary structures,privacy,,ZClassic ZCL,$10.64M,$1.58,"$60,601",Own Blockchain,-2.93%,-16.12%,
336,337,Cryptos,Monetary structures,privacy,,ZIP ZIP,$9.93M,$0.00,"$15,562,826",Own Blockchain,1.47%,-12.03%,
